MissionID,MissionNameShort,MissionNameFull,MissionAgencies,MissionStatus,LaunchDate,EOLDate,Applications,Instruments,InstrumentIDs,OrbitType,OrbitAltitude,OrbitPeriod,OrbitInclination,RepeatCycle,OrbitLST,OrbitLongitude,OrbitSense,MissionSite,DataAccessPortal
372,FY-3G,FY-3G Polar-orbiting Meteorological Satellite,"NSMC-CMA, NRSCC",Considered,2022,2027,Meteorology and environmental monitoring; data collection and redistribution.,"ASI, ERM-2, GNOS, HIRAS, MERSI-2, MVIRS, MWHS-2, MWTS-2, SIM-2","1616, 1617, 1619, 670, 1620, 671, 1621, 668, 1632",Sun-synchronous,,,,,10:00,,Descending,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
823,FY-3H,FY-3H Polar-orbiting Meteorological Satellite,"NSMC-CMA, NRSCC",Planned,2021,2028,Meteorology and environmental monitoring; data collection and redistribution.,"ASI, ERM-2, GNOS, HIRAS, MERSI-2, MVIRS, MWHS-2, MWTS-2, OMS, SIM-2, WindRAD","1616, 1617, 1619, 670, 1620, 671, 1621, 668, 1623, 1632, 1625",Sun-synchronous,,,,,10:00,,Descending,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
800,FY-3RM-1,FY-3 Rainfall Mission,NSMC-CMA,Considered,2021,2026,Raifall measurement.,"GNOS, MERSI-S, MWRI, PR","1619, 1759, 672, 1761",,,,,,,,,,
537,FY-4 M/A,FY-4A Microwave Geostationary Meteorological Satellite,"NRSCC, NSMC-CMA",N/A,31-Dec-15,31-Dec-20,Meteorology and environmental monitoring data collection and redistribution.,TBD,1506,Geostationary,36000 km,,,,,-105,N/A,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
538,FY-4 M/B,FY-4B Microwave Geostationary Meteorological Satellite,"NRSCC, NSMC-CMA",N/A,31-Dec-18,31-Dec-23,Meteorology and environmental monitoring data collection and redistribution.,TBD,1506,Geostationary,36000 km,,,,,-105,N/A,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
539,FY-4 M/C,FY-4C Microwave Geostationary Meteorological Satellite,"NRSCC, NSMC-CMA",N/A,31-Dec-22,31-Dec-27,Meteorology and environmental monitoring data collection and redistribution.,TBD,1506,Geostationary,36000 km,,,,,-105,N/A,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
532,FY-4A,FY-4A Geostationary Meteorological Satellite,"NSMC-CMA, NRSCC",Currently being flown,11-Dec-16,Dec-23,Meteorology and environmental monitoring; data collection and redistribution.,"AGRI, GIIRS, LMI, SEMIP/SEM","892, 1779, 891, 1780",Geostationary,36000 km,,,,,-105,N/A,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
533,FY-4B,FY-4B Geostationary Meteorological Satellite,"NSMC-CMA, NRSCC",Planned,2019,2025,Meteorology and environmental monitoring; data collection and redistribution.,"AGRI, GIIRS, LMI, SEMIP/SEM","892, 1779, 891, 1780",Geostationary,36000 km,,,,,-105,N/A,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
534,FY-4C,FY-4C Geostationary Meteorological Satellite,"NSMC-CMA, NRSCC",Planned,2020,2027,Meteorology and environmental monitoring; data collection and redistribution.,"AGRI, GIIRS, LMI, SEMIP/SEM","892, 1779, 891, 1780",Geostationary,36000 km,,,,,-105,N/A,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
535,FY-4D,FY-4D Geostationary Meteorological Satellite,"NSMC-CMA, NRSCC",Planned,2023,2030,Meteorology and environmental monitoring; data collection and redistribution.,"AGRI, GIIRS, LMI, SEMIP/SEM","892, 1779, 891, 1780",Geostationary,36000 km,,,,,-105,N/A,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
536,FY-4E,FY-4E Geostationary Meteorological Satellite,"NSMC-CMA, NRSCC",Planned,2027,2034,Meteorology and environmental monitoring; data collection and redistribution.,"AGRI, GIIRS, LMI, SEMIP/SEM","892, 1779, 891, 1780",Geostationary,36000 km,,,,,-105,N/A,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
824,FY-4F,FY-4F Geostationary Meteorological Satellite,"NSMC-CMA, NRSCC",Planned,2030,2037,Meteorology and environmental monitoring; data collection and redistribution.,"AGRI, GIIRS, LMI, SEMIP/SEM","892, 1779, 891, 1780",Geostationary,36000 km,,,,,-105,N/A,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
825,FY-4G,FY-4G Geostationary Meteorological Satellite,"NSMC-CMA, NRSCC",Planned,2033,2040,Meteorology and environmental monitoring; data collection and redistribution.,"AGRI, GIIRS, LMI, SEMIP/SEM","892, 1779, 891, 1780",Geostationary,36000 km,,,,,-105,N/A,http://www.nsmc.cma.gov.cn/en/NSMC/Channels/outline.html,http://satellite.cma.gov.cn/PortalSite/Default.aspx
653,GACM,Global Atmospheric Composition Mission,NASA,Cancelled,3-Jan-30,3-Apr-33,"Phase-3 DS Mission, launch order unknown, 3-year nominal mission. Ozone and related gases for intercontinental air quality and stratospheric ozone layer prediction.","IR Spectrometer(GACM), Microwave limb sounder (GACM), UV Spectrometer (GACM)","1547, 1548, 1546",Sun-synchronous,,,,,,,,https://eospso.nasa.gov/missions/global-atmosphere-composition-mission,
360,GCOM-C,Global Change Observation Mission-Climate,JAXA,Currently being flown,23-Dec-17,Dec-22,Understanding of climate change mechanism.,SGLI,901,Sun-synchronous,798 km,101 mins,98.6 deg,3,10:30,,Descending,http://www.jaxa.jp/projects/sat/gcom/index_e.html,
540,GCOM-C2,Global Change Observation Mission-Climate2,JAXA,Cancelled,31-Dec-21,31-Dec-26,Understanding of climate change mechanism.,SGLI,901,Sun-synchronous,798 km,101 mins,98.6 deg,3,10:30,,Descending,http://www.jaxa.jp/projects/sat/gcom/index_e.html,
541,GCOM-C3,Global Change Observation Mission-Climate3,JAXA,Cancelled,31-Dec-25,31-Dec-30,Understanding of climate change mechanism.,SGLI,901,Sun-synchronous,798 km,101 mins,98.6 deg,3,10:30,,Descending,http://www.jaxa.jp/projects/sat/gcom/index_e.html,
459,GCOM-W,Global Change Observation Mission-Water,JAXA,Currently being flown,18-May-12,Dec-19,Understanding of the water cycle mechanism.,AMSR-2,883,Sun-synchronous,700 km,98 mins,98.2 deg,,13:30,,Ascending,http://www.jaxa.jp/projects/sat/gcom/index_e.html,https://gcom-w1.jaxa.jp/ https://www.gportal.jaxa.jp/gp/
542,GCOM-W2,Global Change Observation Mission - Water2,JAXA,Cancelled,,,Understanding of water circulation mechanism.,AMSR-2,883,Sun-synchronous,700 km,98 mins,98.2 deg,,13:30,,Ascending,http://www.jaxa.jp/projects/sat/gcom/index_e.html,
543,GCOM-W3,Global Change Observation Mission - Water3,JAXA,Cancelled,,,Understanding of water circulation mechanism.,AMSR-2,883,Sun-synchronous,700 km,98 mins,98.2 deg,,13:30,,Ascending,http://www.jaxa.jp/projects/sat/gcom/index_e.html,
766,GEDI-on-ISS,International Space Station/Global Ecosystem Dynamics Investigation (GEDI) Lidar,NASA,Currently being flown,5-Dec-18,Mar-21,"This project will use a laser-based system to study a range of climates, including the observation of the forest canopy structure over the tropics, and the tundra in high northern latitudes.This data will help scientists better understand the changes in natural carbon storage within the carbon cycle from both human-influenced activities and natural climate variations.",GEDI,1717,"Inclined, non-sun-synchronous",407 km,93 mins,51.6 deg,,,,Ascending,https://science.nasa.gov/missions/gedi,https://earthdata.nasa.gov/about/daacs/daac-lpdaac
647,GEO-CAPE,Geostationary Coastal and Air Pollution Events,NASA,Cancelled,3-Jan-23,3-Apr-26,"Phase-2 DS Mission, launch order unknown, 3-year nominal mission. Atmospheric gas columns for air quality forecasts; ocean colour for coastal ecosystem health and climate emissions.","Event Imaging Spectrometer from GEO (GeoCape), IR Correlation Radiometer (GeoCape), UV/Vis Near IR Wide Imaging Spectrometer (Geo-Cape)","1537, 1538, 1536",Geostationary,42000 km,,,1,,80,N/A,http://geo-cape.larc.nasa.gov/,http://geo-cape.larc.nasa.gov/
842,GeoCarb,Geostationary Carbon Cycle Observatory,NASA,Approved,Dec-22,Dec-26,"The GeoCarb mission provides persistent daytime measurements from a geostationary orbit (85° West +/- 10°) of the concentration of carbon dioxide (CO2), methane (CH4), carbon monoxide (CO), and it also provides measurements of solar-induced fluorescence (SIF). By measuring daily over the Americans (55° N/S Latitude) CO2, CH4, and CO concentrations and SIF under changing conditions at fine spatial scales roughly (5kmx5km), GeoCarb enables determination of major anthropogenic sources of CO2 and CH4 and breakthrough investigations of their natural sources and sinks. This provides the basis for a transformational improvement in our understanding of the carbon cycle, and it demonstrates an effective approach to monitoring CO2 and CH4, the two most important greenhouse gasses that is synergistic with measurements from Low Earth Orbit (LEO).",Scanning Spectrometer (GeoCarb),1784,Geostationary,35786 km,,,,,85,,https://www.nasa.gov/feature/jpl/geocarb-a-new-view-of-carbon-over-the-americas,
525,GEO-KOMPSAT-2A,Geostationary Korea Multi-Purpose Satellite-2A,"KMA, Harris, KARI",Currently being flown,4-Dec-18,Jul-29,Korea's geostationary meteorological satellite series.,Advanced MI,1575,Geostationary,36000 km,,,,,128.2,N/A,,
669,GEO-KOMPSAT-2B,Geostationary Korea Multi-Purpose Satellite-2B,"KARI, KIOST, NIER, BATC",Approved,Feb-20,Feb-30,Korea's geostationary oceanographic and environmental satellite.,"Advanced GOCI, GEMS","1574, 1583",Geostationary,,,,,,,N/A,,
773,GF-1,Gaofen-1,CRESDA,Currently being flown,26-Apr-13,Dec-20,"Earth resources, environmental monitoring, land surface.","MUX (GF-1), PAN (GF-1), WFV","1726, 1728, 1730",Sun-synchronous,644 km,97.466 mins,97.9 deg,41,10:30,,Descending,http:/www.cresda.com/,
774,GF-2,Gaofen-2,CRESDA,Currently being flown,19-Aug-14,Aug-21,"Earth resources, environmental monitoring, land surface.","MUX (GF-2), PAN (GF-2)","1727, 1729",Sun-synchronous,631 km,97.196 mins,97.9 deg,69,10:30,,Descending,http://www.cresda.com/,
847,GF-3,Gaofen-3,CRESDA,Currently being flown,10-Aug-16,Aug-24,"Earth resources, environmental monitoring, land surface.",C-SAR,1787,Sun-synchronous,755 km,,,,,,Descending,http://www.cresda.com/,
822,GF-4,Gaofen-4,"CRESDA, NSMC-CMA",Currently being flown,29-Dec-15,Dec-23,"Earth resources, environmental monitoring, land surface.","MWIR (GF-4), VNIR (GF-4)","1775, 1776",Geostationary,36000 km,,0 deg,,,,,http://www.cresda.com/,
892,GFO,GEOSat Follow-on,NASA,Mission complete,10-Feb-98,22-Oct-08,To measure sea levels and glacial heights,"GFO-RA, LRA, TRSR, WVR","1827, 106, 764, 1840",,,,,,,,,,
693,GISAT,GEO HR IMAGER,ISRO,Approved,Mar-20,Mar-30,"Crop assessment, vegetation dynamics, drought assessment; quick monitoring of disasters, natural hazard and calamities, episodic events and short term events, oceanographic applications.","HRMX-TIR, HRMX-VNIR, HYSI-SWIR, HYSI-VNIR","1609, 1606, 1607, 1608",Geostationary,36000 km,,,,,,N/A,,
574,GISAT,Geo Imaging Satellite,ISRO,N/A,1-Apr-10,1-Jan-15,High repetivity sensor on geo-stationary platform .,,,Geostationary,,,,,,,N/A,,
447,Glory,Glory,NASA,N/A,22-Nov-10,22-Nov-10,Mission failed to reach orbit due to LV separation problem.,"APS, TIM","736, 644",Sun-synchronous,705 km,98.8 mins,98.2 deg,16,10:33,,Descending,http://glory.gsfc.nasa.gov/,
498,GMS-3,Geostationary Meteorological Satellite,JAXA,Mission complete,6-Sep-83,1-Jun-90,Meteorology.,,,Geostationary,36000 km,,,,,-140,N/A,,
81,GMS-4,Geostationary Meteorological Satellite,JAXA,Mission complete,6-Sep-89,1-Jun-95,Meteorology.,"DCS (JAXA), GMS Comms, VISSR (GMS-4)","188, 299, 77",Geostationary,36000 km,,,,,-140,N/A,http://spaceinfo.jaxa.jp/db/kaihatu/eisei/eisei_e/gms_4_e.html,
244,GMS-5,Geostationary Meteorogical Satellite - 5,JAXA,Mission complete,18-Mar-95,1-Jun-05,Meteorology.,"DCS (JAXA), GMS Comms, VISSR (GMS-5)","188, 299, 78",Geostationary,36000 km,,,,,-140,N/A,http://spaceinfo.jaxa.jp/db/kaihatu/eisei/eisei_e/gms_5_e.html,
376,GOCE,Gravity Field and Steady-State Ocean Circulation Explorer,ESA,Mission complete,17-Mar-09,21-Oct-13,"Research in steady-state ocean circulation, physics of Earth's interior and levelling systems (based on GPS). Will also provide unique data set required to formulate global and regional models of the Earth's gravity field and geoid.","EGG, GPS (ESA), Laser Reflectors (ESA), LRR, SSTI","691, 786, 767, 1557, 1556",Sun-synchronous,270 km,90 mins,96.7 deg,61,18:00,,Ascending,http://earth.esa.int/goce,
515,GOES (SMS 1),Geostationary Operational Environmental Satellite (SMS 1),NOAA,Mission complete,17-May-74,1-Jan-95,"Meteorology, atmospheric dynamics, land surface, space environment, search and rescue, data collection, WEFAX (weather facsimile service).",,,Geostationary,36000 km,,4.3 deg,,,170,N/A,http://www.oso.noaa.gov/goes/CEOS agency updates Jan 02\Missions\Missions_NOAA.xls'1. Mission information'!N122,
516,GOES (SMS 2),Geostationary Operational Environmental Satellite (SMS 2),NOAA,Mission complete,6-Feb-75,1-Jan-95,"Meteorology, atmospheric dynamics, land surface, space environment, search and rescue, data collection, WEFAX (weather facsimile service).",,,Geostationary,36000 km,,4.3 deg,,,170,N/A,http://www.oso.noaa.gov/goes/CEOS agency updates Jan 02\Missions\Missions_NOAA.xls'1. Mission information'!N122,
518,GOES-1,Geostationary Operational Environmental Satellite - 1,NOAA,Mission complete,16-Oct-75,7-Mar-85,"Meteorology, atmospheric dynamics, land surface, space environment, search and rescue, data collection, WEFAX (weather facsimile service).",,,Geostationary,36000 km,,4.3 deg,,,170,N/A,http://www.oso.noaa.gov/goes/CEOS agency updates Jan 02\Missions\Missions_NOAA.xls'1. Mission information'!N122,
94,GOES-10,Geostationary Operational Environmental Satellite - 10,NOAA,Mission complete,25-Apr-97,15-Jan-06,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection platform, data gathering, WEFAX.","DCS (NOAA), GOES Comms, Imager, S&R (GOES), SEM (GOES), Sounder, WEFAX","135, 562, 331, 136, 637, 330, 138",Geostationary,36000 km,,,,,135,N/A,http://www.oso.noaa.gov/goes/,
95,GOES-11,Geostationary Operational Environmental Satellite - 11,NOAA,Mission complete,3-May-00,14-Dec-11,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection platform, data gathering, WEFAX.","DCS (NOAA), GOES Comms, Imager, LRIT, S&R (GOES), SEM (GOES), Sounder, WEFAX","135, 562, 331, 1501, 136, 637, 330, 138",Geostationary,36000 km,,,,,135,N/A,http://www.oso.noaa.gov/goes/,
96,GOES-12,Geostationary Operational Environmental Satellite - 12,NOAA,Mission complete,23-Jul-01,19-Aug-13,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection platform, data gathering, WEFAX.","DCS (NOAA), GOES Comms, Imager, LRIT, S&R (GOES), SEM (GOES), Sounder, SXI, WEFAX","135, 562, 331, 1501, 136, 637, 330, 141, 138",Geostationary,36000 km,,,,,60,N/A,http://www.oso.noaa.gov/goes/,
495,GOES-13,Geostationary Operational Environmental Satellite - 13,NOAA,Currently being flown,24-May-06,Jun-21,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection platform, data gathering, WEFAX.","A-DCS4, DCS (GOES-R Series), GOES Comms, Imager, LRIT, S&R (GOES), SEM (GOES), Sounder, SXI","694, 954, 562, 331, 1501, 136, 637, 330, 141",Geostationary,36000 km,,,,,75,N/A,http://www.ospo.noaa.gov/Operations/GOES/index.html,
266,GOES-14,Geostationary Operational Environmental Satellite - 14,NOAA,Currently being flown,27-Jun-09,Jun-24,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection platform, data gathering, WEFAX. On-orbit spare.","A-DCS4, DCS (GOES-R Series), GOES Comms, Imager, LRIT, S&R (GOES), SEM (GOES), Sounder, SXI","694, 954, 562, 331, 1501, 136, 637, 330, 141",Geostationary,36000 km,,,,,105,N/A,http://www.ospo.noaa.gov/Operations/GOES/index.html,
335,GOES-15,Geostationary Operational Environmental Satellite - 15,NOAA,Currently being flown,4-Mar-10,Jun-25,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection platform, data gathering, WEFAX.","A-DCS4, DCS (GOES-R Series), GOES Comms, Imager, LRIT, S&R (GOES), SEM (GOES), Sounder, SXI","694, 954, 562, 331, 1501, 136, 637, 330, 141",Geostationary,36000 km,,,,,135,N/A,http://www.ospo.noaa.gov/Operations/GOES/index.html,
470,GOES-16,Geostationary Operational Environmental Satellite 16,"NOAA, NASA",Currently being flown,19-Nov-16,Nov-26,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection platform, data gathering.","ABI, DCS (GOES-R), EXIS, GLM, Magnetometer (NOAA), SEISS, SUVI","870, 954, 951, 877, 878, 952, 953",Geostationary,36000 km,,,,,,N/A,http://www.goes-r.gov/,
546,GOES-17,Geostationary Operational Environmental Satellite - 17,"NOAA, NASA",Currently being flown,1-Mar-18,Oct-26,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection platform, data gathering.","ABI, DCS (GOES-R), EXIS, GLM, Magnetometer (NOAA), SEISS, SUVI","870, 954, 951, 877, 878, 952, 953",Geostationary,36000 km,,,,,,N/A,http://www.goes-r.gov/,
519,GOES-2,Geostationary Operational Environmental Satellite - 2,NOAA,Mission complete,16-Jun-77,1-Jul-93,"Meteorology, atmospheric dynamics, land surface, space environment, search and rescue, data collection, WEFAX (weather facsimile service).",,,Geostationary,36000 km,,4.3 deg,,,170,N/A,http://www.oso.noaa.gov/goes/CEOS agency updates Jan 02\Missions\Missions_NOAA.xls'1. Mission information'!N122,
520,GOES-3,Geostationary Operational Environmental Satellite - 3,NOAA,Mission complete,16-Jun-78,1-Jul-93,"Meteorology, atmospheric dynamics, land surface, space environment, search and rescue, data collection, WEFAX (weather facsimile service).",,,Geostationary,36000 km,,4.3 deg,,,170,N/A,http://www.oso.noaa.gov/goes/CEOS agency updates Jan 02\Missions\Missions_NOAA.xls'1. Mission information'!N122,
521,GOES-4,Geostationary Operational Environmental Satellite - 4,NOAA,Mission complete,9-Sep-80,22-Nov-88,"Meteorology, atmospheric dynamics, land surface, space environment, search and rescue, data collection, WEFAX (weather facsimile service).","DCIS, SEM/EPS, SEM/HEPAD, SEM/MAG, SEM/XRS-EUV, VAS","1863, 1876, 1875, 1874, 1871, 137",Geostationary,36000 km,,4.3 deg,,,170,N/A,http://www.oso.noaa.gov/goes/CEOS agency updates Jan 02\Missions\Missions_NOAA.xls'1. Mission information'!N122,
522,GOES-5,Geostationary Operational Environmental Satellite - 5,NOAA,Mission complete,22-May-81,18-Jul-90,"Meteorology, atmospheric dynamics, land surface, space environment, search and rescue, data collection, WEFAX (weather facsimile service).","DCIS, SEM/EPS, SEM/HEPAD, SEM/MAG, SEM/XRS-EUV, VAS","1863, 1876, 1875, 1874, 1871, 137",Geostationary,36000 km,,4.3 deg,,,170,N/A,http://www.oso.noaa.gov/goes/CEOS agency updates Jan 02\Missions\Missions_NOAA.xls'1. Mission information'!N122,
501,GOES-6,Geostationary Operational Environmental Satellite - 6,NOAA,Mission complete,28-Apr-83,1-Jul-89,"Meteorology, atmospheric dynamics, land surface, space environment, search and rescue, data collection, WEFAX (weather facsimile service).","DCIS, SEM/EPS, SEM/HEPAD, SEM/MAG, SEM/XRS-EUV, VAS","1863, 1876, 1875, 1874, 1871, 137",Geostationary,36000 km,,4.3 deg,,,170,N/A,http://www.oso.noaa.gov/goes/CEOS agency updates Jan 02\Missions\Missions_NOAA.xls'1. Mission information'!N122,
91,GOES-7,Geostationary Operational Environmental Satellite - 7,NOAA,Mission complete,26-Feb-87,1-Jan-95,"Meteorology, atmospheric dynamics, land surface, space environment, search and rescue, data collection, WEFAX (weather facsimile service).","DCIS, DCS (NOAA), GOES Comms, S&R (GOES), SEM (POES), SEM/EPS, SEM/HEPAD, SEM/MAG, SEM/XRS-EUV, VAS, WEFAX","1863, 135, 562, 136, 65, 1876, 1875, 1874, 1871, 137, 138",Geostationary,36000 km,,4.3 deg,,,170,N/A,http://www.oso.noaa.gov/goes/,
200,GOES-8,Geostationary Operational Environmental Satellite - 8,NOAA,Mission complete,13-Apr-94,4-Jan-03,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection platform, data gathering, WEFAX.","DCS (NOAA), GOES Comms, Imager, S&R (GOES), SEM (GOES), Sounder, WEFAX","135, 562, 331, 136, 637, 330, 138",Geostationary,36000 km,,0.09 deg,,,195,N/A,http://www.oso.noaa.gov/goes/,
222,GOES-9,Geostationary Operational Environmental Satellite - 9,NOAA,Mission complete,23-May-95,15-Jan-05,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection, platform, data gathering, WEFAX.","DCS (NOAA), GOES Comms, Imager, S&R (GOES), SEM (GOES), Sounder, WEFAX","135, 562, 331, 136, 637, 330, 138",Geostationary,36000 km,,,,,255,N/A,http://www.oso.noaa.gov/goes/,
727,GOES-T,Geostationary Operational Environmental Satellite - T,"NOAA, NASA",Planned,2021,2034,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection platform, data gathering.","ABI, DCS (GOES-R), EXIS, GLM, Magnetometer (NOAA), SEISS, SUVI","870, 954, 951, 877, 878, 952, 953",Geostationary,36000 km,,,,,,N/A,http://www.goes-r.gov/,
724,GOES-U,Geostationary Operational Environmental Satellite - U,"NOAA, NASA",Approved,Dec-24,Oct-38,"Meteorology (primary mission), search and rescue, space environment monitoring, data collection platform, data gathering.","ABI, CCOR, DCS (GOES-R Series), EXIS, GLM, Magnetometer (NOAA), SEISS, SUVI","870, 1892, 954, 951, 877, 878, 952, 953",Geostationary,36000 km,,,,,,N/A,http://www.goes-r.gov/,
133,GOMS/Electro N1,Geostationary Operational Meteorological Satellite - 1,"ROSHYDROMET, ROSKOSMOS",Mission complete,1-Nov-94,15-Sep-98,"Hydrometeorology, climatology, disaster management, space environment, ice and snow, land surface, space environment, data collection and communication.","BRK, BTVK, RMS","225, 226, 227",Geostationary,36000 km,,,,,-76,N/A,http://sputnik1.infospace.ru/ROSHYDROMET\ROSHYDROMET Agency Missions.doc,
433,GOMS/Electro N3,Geostationary Operational Meteorological Satellite - 3,"ROSHYDROMET, ROSKOSMOS",Cancelled,1-Jan-10,31-Dec-00,"Hydrometeorology, climatology, disaster management, space environment, ice and snow, land surface, space environment, data collection and communication.",,,Geostationary,36000 km,,,,,-76,N/A,http://sputnik1.infospace.ru/,
917,GOMX4,GomSpace Express-4,"ESA, NSO",Currently being flown,2-Feb-18,Dec-20,"Demonstration of hyperspectral operations on a Cubesat. Demonstration of early warning capability leveraging heavy onboard processing for flooding, change detection, crop water factor, vegetation monitoring. Hyperspectral VNIR.",HyperScout,1890,Sun-synchronous,500 km,,,,14:00:00,,Descending,,
458,GOSAT,Greenhouse gases Observing SATellite,"JAXA, MOE (Japan), NIES (Japan)",Currently being flown,23-Jan-09,Jan-29,"Observation of greenhouse gases (CO2, CH4) and solar-induced chlorophyll fluorescence (SIF).","TANSO-CAI, TANSO-FTS","904, 905",Sun-synchronous,666 km,98.18 mins,98.06 deg,3,13:00,,Descending,http://www.eorc.jaxa.jp/GOSAT/index.html,https://data2.gosat.nies.go.jp/index_en.html
721,GOSAT-2,Greenhouse gases Observing SATellite-2,"JAXA, MOE (Japan), NIES (Japan)",Currently being flown,29-Oct-18,Mar-24,"Observation of greenhouse gases (CO2, CH4, CO) and solar-induced chlorophyll fluorescence (SIF).","TANSO-CAI-2, TANSO-FTS-2","1654, 1655",Sun-synchronous,613 km,96.9 mins,97.8 deg,6,13:00,,Descending,,
862,GOSAT-3/AMSR3,Greenhouse gases Observing SATellite-3,"JAXA, MOE (Japan), NIES (Japan)",Planned,2022,2028,Observation of greenhouse gases and understanding of water cycle mechanisms,"AMSR-3, TANSO-FTS-3","1804, 1805",Sun-synchronous,666 km,98.18 mins,98.06 deg,3,13:30,,Ascending,,
429,GPM Constellation,Global Precipitation Measurement Mission Constellation spacecraft,"NASA, JAXA",Cancelled,1-Nov-14,1-Nov-19,"3-year nominal mission life, 5-year goal. Study of global precipitation, evaporation, and cycling of water are changing. The mission comprises a primary spacecraft with active and passive microwave instruments, and a number of ‘constellation spacecraft with passive microwave instruments.",GMI,773,"Inclined, non-sun-synchronous",635 km,,40 deg,,,,TBD,http://gpm.gsfc.nasa.gov/,http://gpm.gsfc.nasa.gov/
448,GPM Core,Global Precipitation Measurement Mission Core spacecraft,"NASA, JAXA",Currently being flown,27-Feb-14,Sep-20,"3-year nominal mission life, 5-year goal. Study of global precipitation, evaporation, and the water cycle. The mission comprises a primary spacecraft with active and passive microwave instruments, and a number of ‘constellation spacecraft' with passive microwave instruments.","DPR, GMI","774, 773","Inclined, non-sun-synchronous",407 km,95 mins,65 deg,,N/A,,TBD,"http://gpm.gsfc.nasa.gov, http://www.eorc.jaxa.jp/GPM/",https://search.earthdata.nasa.gov/search?q=GPM Core
603,GPM-Br,Global Precipitation Measurement Satellite,"INPE, CNES",Cancelled,1-Dec-16,1-Dec-20,Global precipitation measurements.,"DCS, LIS, RADIOMETRO","970, 969, 968","Inclined, non-sun-synchronous",600 km,,30 deg,,,,TBD,,
337,GRACE,Gravity Recovery and Climate Experiment,"NASA, DLR, GFZ, ESA",Mission complete,17-Mar-02,27-Oct-17,"5-year nominal mission life, currently in extended operations. Extremely high precision gravity measurements for use in construction of gravity field models. GRACE consists of two satellites (A, B) serving one mission.",GRACE instrument,987,"Inclined, non-sun-synchronous",327 km,91 mins,89 deg,,,,N/A,http://www.csr.utexas.edu/grace/,https://search.earthdata.nasa.gov/search?q=GRACE
686,GRACE-FO,Gravity Recovery and Climate Experiment - Follow-on,"NASA, GFZ",Currently being flown,22-May-18,May-23,"5-year nominal mission life, Extremely high precision gravity measurements for use in construction of gravity field models. GRACE-FO will consists of two satellites (A, B) serving one mission in the same manner as the original GRACE mission","GRACE instrument, LRI, MWI","987, 1667, 1668","Inclined, non-sun-synchronous",500 km,98 mins,89 deg,,,,TBD,https://www.nasa.gov/missions/grace-fo,https://earthdata.nasa.gov/about/daacs/daac-podaac
651,GRACE-II,Gravity Recovery and Climate Experiment II,NASA,Cancelled,3-Jan-30,3-Apr-33,"Phase-3 DS Mission, launch order unknown, 3-year nominal mission. High temporal resolution gravity fields for tracking large scale water movement.",GRACE instrument,987,"Inclined, non-sun-synchronous",,,,,,,TBD,http://eospso.gsfc.nasa.gov/eos_homepage/mission_profiles/show_mission.php?id=83,
781,HICO-on-ISS,International Space Station/Hyperspectral Imager for the Coastal Ocean,NASA,Mission complete,10-Sep-09,13-Sep-14,Hyperspectral Imager for the Coastal Ocean was an imaging spectrometer based on the PHILLS airborne imaging spectrometers. HICO is the first spaceborne imaging spectrometer designed to sample the coastal ocean.,HICO,1737,"Inclined, non-sun-synchronous",425 km,90 mins,51 deg,,,,,http://hico.coas.oregonstate.edu/index.shtml,
